Season,TeamID,OffScore,DefScore,2WayScore,StrengthScore,WeakScore,BalanceScore,CatScore,OffScoreW,DefScoreW,2WayScoreW,StrengthScoreW,WeakScoreW,BalanceScoreW,CatScoreW
2015,1101,34.41916292906359,38.24799582687166,32.5791397242135,45.185798773799156,47.43219299872949,45.119605135266625,55.2856357977367,43.8619482670865,40.42858332313724,39.91446744992041,39.752147442199686,40.72267254133385,38.75172990892709,53.92952376207379
2015,1102,55.9073783043904,51.99625644175363,53.99710502769888,48.7741718392761,50.03172718106121,48.634741047476645,55.60126130314293,68.05085524281115,47.01341804466661,57.48317713101505,35.69674029458672,37.19421882199335,34.550965131967516,47.027585804793794
2015,1103,52.77844290846019,51.027636868738405,53.95184885018512,43.47244687327375,37.749678757993344,39.67521577605037,41.576592684338145,61.98439207945053,59.540224391521875,64.01815711227084,39.340777413461474,31.974555476666946,34.78646514153018,38.62818700482062
2015,1104,49.188373606219244,49.0518487582403,49.92502480295545,32.41358242188427,43.155759653909385,35.52917251106744,60.45674499990767,57.85770858189954,54.25240175056668,56.99184028155944,28.334976142403413,35.82828628150611,29.468565563772653,68.48654693914581
2015,1105,35.14591750873391,36.52349634900019,34.34572896959634,47.931951954056046,46.323801887102974,46.49663816201409,42.39863031892633,45.259550873165736,44.68665306507718,46.62902717680406,45.76375624426179,44.60611575471199,44.36709041448884,45.93549524333374
2015,1106,47.820194249819195,54.21029755169132,51.60596285153101,60.83827062189616,52.38856465777286,58.73081769303841,41.40525826906475,53.6606196119742,64.55503441940574,63.01806589890327,54.350031779671376,51.3727979941834,53.98315643548675,42.24841348475044
2015,1107,49.18320946285782,50.807469202902894,46.95487973156608,41.278807620725566,47.022190778821624,42.72233383579116,56.43055628298703,66.85351166648154,51.911706254288674,60.26638698648558,29.820703604438243,39.948263958268875,33.00769712948707,60.52838279752151
2015,1108,32.058469310943934,42.500172903737585,35.584924996683725,44.51153036920713,42.15935403858614,43.05469713169387,41.09009305348632,41.30856573686255,48.9782811481528,45.20384574842808,39.57332916782485,32.71123504233484,35.45124059098939,40.44614566226819
2015,1110,58.86870741961876,43.384750824107,51.921107635875366,41.231741975034204,39.49439037377324,40.045910060285046,65.56724220902295,68.68329848931026,54.721751936626006,64.63554350306718,34.224491561628646,28.517107018906927,30.81041200392925,69.45039235010634
2015,1111,34.397962002129496,37.13038039802955,35.613176738349495,45.39350177290202,40.49787363893316,43.00633323174747,42.275159007445865,46.114354433846216,43.84771414273772,44.73594287614683,41.191034804716736,32.42853915031328,36.419488002913674,46.48244767002511
2015,1112,76.92004414645598,62.60104505936812,71.32745456375736,57.941791546725476,57.05673253901616,59.39216170492749,57.6953894262524,79.79575717859585,70.93789635764553,77.88587375299244,54.68914489272664,58.90668544467004,57.860640246310034,59.39801787560647
2015,1113,56.04494186122643,36.98251797486453,42.625861261630334,39.24991163532169,39.41995777354573,39.598512048886604,59.104833686296914,60.484725239976434,46.29898435081697,52.2417019788645,36.401440405027316,33.02709160357848,33.66713269606723,50.26035878178042
2015,1114,56.861378786212036,52.93493924218927,53.63323022144414,44.064895728994706,45.53628469014832,43.15246724382642,45.18036041689338,64.24694788391324,51.13189784092512,57.008629199329675,39.55660499840213,39.146779777653656,37.63539392385112,44.078690445105266
2015,1115,31.257916149525574,64.111693725082,50.01050475522361,47.28962085088391,46.33839569597781,47.375921551392594,41.59819979792342,37.13007169450597,62.445716269216305,52.272152344211165,43.23104341506129,41.971021261661996,42.75060587853277,34.16628644821201
2015,1116,66.51620749877695,54.51152094956334,62.4249071763695,58.357303545420066,53.90352264253041,57.140764084508575,56.66710066141123,80.12217731621631,62.95659494955382,74.50847934851431,53.368366245716985,51.884374044083245,53.44783804094451,59.465412409809744
2015,1117,36.431540980759806,50.01493461341471,44.583319307008125,51.9469587328944,53.71648072047744,52.848224930144305,48.88993176509466,41.72522852962615,56.0172514089823,51.6787061558274,50.24153836708032,52.5696215779472,51.321218092362216,43.40540575690732
2015,1119,50.2527415157603,43.61791744058216,46.96508179766375,59.38919921513445,48.80560905060007,55.986569979092415,48.869409335489514,53.79729142783396,47.584343236235696,52.315466064908854,51.32986539192292,40.518507912569824,46.70575864083237,36.42800016416241
2015,1120,47.78932182789772,39.80910336878317,42.196732081576805,46.64065779992205,33.383664742912636,40.7095520052434,45.41962834738234,55.71415270246697,46.90179803934244,51.494304598397704,47.42321487328279,33.4707976592684,41.20065615484582,48.74573554812336
2015,1122,33.27171248495218,40.712024833458045,35.74856620356486,46.989413297427156,49.69961322427228,48.2816440898957,49.53360768818935,45.34742973021361,51.22934404045518,49.78746045657273,43.80117530237956,46.475252556211586,44.79081899917595,68.01183912824519
2015,1123,41.00770674497422,47.87579321895298,43.34316989472695,43.48424798777209,48.00303819806159,44.08305894790884,47.50886603142533,48.74221561587685,43.0775845277755,44.43265465766318,38.77188778471869,43.422739117864374,38.88451022510931,44.74520019297031
2015,1124,64.15573125373818,56.95459519203525,62.41727008295912,57.08381241008456,47.018834862646116,52.80023877181046,54.09437780938606,70.04117802077576,62.707566015788515,69.83572684322152,51.61956214028536,40.29795930763761,46.34883124085329,49.53570964408366
2015,1125,59.086188712479114,42.94379062671651,49.14996572416519,52.67752974190455,61.143436645480314,57.1857555988813,57.88134048201929,69.59421306632157,58.17643285419342,65.56576944525588,56.006695913765,56.96025791556431,57.859204866605,63.601213549756366
2015,1126,26.0299406115331,36.023643299071225,27.551686927148516,35.520537418255266,46.922612934100925,38.67501931661421,44.02425452944342,32.995853823236295,42.121142096011035,35.69689694844192,31.402308237580645,40.757534693579345,33.32000965587209,49.560405353284025
2015,1127,25.67697891188203,54.55040468514431,36.96822698708878,49.59955526465503,46.39283121053657,47.359813196308046,41.63407143680777,34.518954026968366,50.001511572968624,40.598120627267804,34.28339975311989,30.357298914574223,30.971404269790927,32.88426106392286
2015,1129,58.02521628796804,46.37884485504189,51.5896742840716,46.90838390200542,40.63527342500913,43.80809483637464,49.674141868281204,68.12259358699755,51.51954040421952,59.907270675518454,43.418590409667885,39.86097703767486,40.69326250677849,45.03464001798609
